date,vegetable,price_per_kg,temperature_c,rainfall_mm,humidity_percent,festival,transport_strike,supply_quantity_ton,demand_index,season,day_of_week
2024-10-12,Beans,40.86,24.72,1.61,69.93,No,No,15.76,49.44,Winter,Saturday
2024-10-12,Cabbage,40.23,20.76,0.63,87.82,No,No,15.1,94.0,Winter,Saturday
2024-10-12,Cauliflower,43.41,20.08,1.97,82.09,No,No,18.02,80.1,Winter,Saturday
2024-10-12,Potato,42.32,24.56,4.27,52.55,No,No,16.15,88.12,Winter,Saturday
2024-10-12,Chilli,57.6,27.39,0.55,73.7,No,No,16.79,76.78,Winter,Saturday
2024-10-12,Pumpkin,33.33,27.68,2.89,57.15,No,No,13.95,65.47,Winter,Saturday
2024-10-12,Radish,38.08,24.29,0.29,68.71,No,No,8.48,55.1,Winter,Saturday
2024-10-12,Spinach,37.2,22.75,1.99,86.76,No,No,11.35,80.71,Winter,Saturday
2024-10-12,Coriander,33.14,26.19,3.4,88.03,No,No,17.28,96.17,Winter,Saturday
2024-10-13,Tomato,39.08,26.56,0.34,56.4,No,No,13.11,71.28,Winter,Sunday
2024-10-13,Brinjal,48.73,21.27,1.48,78.06,No,No,7.79,75.93,Winter,Sunday
2024-10-13,Onion,44.5,20.33,3.57,87.52,No,No,16.15,59.0,Winter,Sunday
2024-10-13,Carrot,52.37,23.04,0.82,63.4,No,No,9.29,49.38,Winter,Sunday
2024-10-13,Beans,44.9,27.81,1.47,60.83,No,No,19.92,84.2,Winter,Sunday
2024-10-13,Cabbage,33.95,25.26,2.25,52.82,No,No,10.92,47.98,Winter,Sunday
2024-10-13,Cauliflower,43.21,29.8,3.11,57.52,No,No,18.45,80.62,Winter,Sunday
2024-10-13,Potato,36.68,27.75,1.82,80.44,No,No,17.7,65.35,Winter,Sunday
2024-10-13,Chilli,54.0,25.73,2.54,88.97,No,No,14.75,51.63,Winter,Sunday
2024-10-13,Pumpkin,34.37,22.42,3.52,53.57,No,No,19.27,89.29,Winter,Sunday
2024-10-13,Radish,47.52,27.93,4.69,69.23,No,No,6.26,94.53,Winter,Sunday
2024-10-13,Spinach,30.88,21.62,1.08,77.81,No,No,17.63,71.13,Winter,Sunday
2024-10-13,Coriander,30.64,21.87,2.49,84.13,No,No,7.59,49.76,Winter,Sunday
2024-10-14,Tomato,34.63,20.2,0.92,61.6,No,No,16.62,61.33,Winter,Monday
2024-10-14,Brinjal,44.41,23.79,4.19,83.55,No,No,8.35,56.26,Winter,Monday
2024-10-14,Onion,42.47,25.0,2.29,89.91,No,No,19.53,60.69,Winter,Monday
2024-10-14,Carrot,54.67,25.52,2.72,54.71,No,No,17.67,90.18,Winter,Monday
2024-10-14,Beans,48.3,27.55,4.31,51.21,No,No,18.79,97.25,Winter,Monday
2024-10-14,Cabbage,33.12,28.44,0.1,57.44,No,No,14.65,56.88,Winter,Monday
2024-10-14,Cauliflower,39.5,27.13,3.15,69.86,No,No,19.99,67.45,Winter,Monday
2024-10-14,Potato,43.97,21.19,2.44,77.53,No,No,5.21,58.1,Winter,Monday
2024-10-14,Chilli,56.16,24.22,4.27,68.72,No,No,11.92,52.53,Winter,Monday
2024-10-14,Pumpkin,35.29,23.39,4.41,87.46,No,No,7.42,52.43,Winter,Monday
2024-10-14,Radish,44.11,23.93,0.14,73.36,No,No,9.25,87.91,Winter,Monday
2024-10-14,Spinach,33.09,23.87,0.34,69.09,No,No,16.15,76.99,Winter,Monday
2024-10-14,Coriander,31.51,27.94,0.66,74.94,No,No,8.98,58.98,Winter,Monday
2024-10-15,Tomato,31.82,26.65,0.4,89.49,No,No,15.42,43.08,Winter,Tuesday
2024-10-15,Brinjal,35.71,20.77,1.02,61.63,No,No,19.12,50.48,Winter,Tuesday
2024-10-15,Onion,48.44,23.85,0.12,72.0,No,No,16.52,80.04,Winter,Tuesday
2024-10-15,Carrot,45.5,26.93,1.18,50.56,No,No,19.59,51.07,Winter,Tuesday
2024-10-15,Beans,53.53,29.06,4.69,58.19,No,No,10.17,93.22,Winter,Tuesday
2024-10-15,Cabbage,42.72,21.8,2.43,57.55,No,No,6.36,75.88,Winter,Tuesday
2024-10-15,Cauliflower,52.77,28.91,4.55,73.18,No,No,9.69,97.77,Winter,Tuesday
2024-10-15,Potato,45.65,29.15,3.08,67.04,No,No,13.1,94.09,Winter,Tuesday
2024-10-15,Chilli,54.59,26.71,2.92,85.67,No,No,15.26,56.37,Winter,Tuesday
2024-10-15,Pumpkin,28.69,26.16,0.19,70.39,No,No,15.35,47.18,Winter,Tuesday
2024-10-15,Radish,43.18,21.78,0.96,83.56,No,No,5.31,69.49,Winter,Tuesday
2024-10-15,Spinach,41.45,29.13,0.54,65.55,No,No,5.72,82.27,Winter,Tuesday
2024-10-15,Coriander,29.72,20.53,1.82,61.88,No,No,16.75,77.24,Winter,Tuesday
2024-10-16,Tomato,43.25,26.4,0.18,75.34,No,No,6.69,69.67,Winter,Wednesday
2024-10-16,Brinjal,44.43,27.13,1.86,54.58,No,No,19.95,96.96,Winter,Wednesday
2024-10-16,Onion,49.34,22.23,0.36,52.58,No,No,13.97,75.58,Winter,Wednesday
2024-10-16,Carrot,48.88,29.9,4.59,64.78,No,No,14.92,51.61,Winter,Wednesday
2024-10-16,Beans,50.89,21.38,0.14,60.89,No,No,14.13,93.92,Winter,Wednesday
2024-10-16,Cabbage,41.15,23.33,3.06,66.41,No,No,10.93,83.99,Winter,Wednesday
2024-10-16,Cauliflower,51.65,23.25,1.98,58.43,No,No,7.58,84.78,Winter,Wednesday
2024-10-16,Potato,36.8,23.89,1.0,69.19,No,No,16.06,60.22,Winter,Wednesday
2024-10-16,Chilli,54.74,29.78,2.43,62.49,No,No,10.95,42.01,Winter,Wednesday
2024-10-16,Pumpkin,36.18,24.84,4.23,82.81,No,No,13.37,77.7,Winter,Wednesday
2024-10-16,Radish,38.53,23.55,4.48,78.08,No,No,9.04,59.3,Winter,Wednesday
2024-10-16,Spinach,35.6,25.92,1.28,60.31,No,No,7.68,59.87,Winter,Wednesday
2024-10-16,Coriander,34.95,21.52,1.6,66.67,No,No,12.08,87.02,Winter,Wednesday
2024-10-17,Tomato,41.05,26.52,4.41,77.44,No,No,17.03,94.86,Winter,Thursday
2024-10-17,Brinjal,48.15,29.29,3.47,69.87,No,No,9.41,78.71,Winter,Thursday
2024-10-17,Onion,55.83,22.41,2.7,88.35,No,No,8.28,88.15,Winter,Thursday
2024-10-17,Carrot,56.55,22.09,4.69,58.85,No,No,8.02,65.82,Winter,Thursday
2024-10-17,Beans,41.85,26.41,2.97,59.18,No,No,16.95,58.58,Winter,Thursday
2024-10-17,Cabbage,36.72,26.83,1.47,54.63,No,No,8.57,53.6,Winter,Thursday
2024-10-17,Cauliflower,44.99,27.29,2.31,79.47,No,No,15.01,77.48,Winter,Thursday
2024-10-17,Potato,50.6,20.23,1.14,64.43,No,No,6.85,96.97,Winter,Thursday
2024-10-17,Chilli,54.92,23.58,0.56,74.23,No,No,18.7,70.04,Winter,Thursday
2024-10-17,Pumpkin,44.39,26.63,1.7,54.99,No,No,5.46,91.07,Winter,Thursday
2024-10-17,Radish,40.37,23.82,3.74,73.14,No,No,16.11,93.25,Winter,Thursday
2024-10-17,Spinach,26.51,28.24,4.68,71.71,No,No,15.04,40.2,Winter,Thursday
2024-10-17,Coriander,33.08,27.41,4.74,63.57,No,No,12.0,77.38,Winter,Thursday
2024-10-18,Tomato,48.81,29.59,4.95,62.06,No,No,6.4,96.44,Winter,Friday
2024-10-18,Brinjal,40.64,29.47,1.17,82.09,No,No,10.94,46.48,Winter,Friday
2024-10-18,Onion,53.21,24.76,0.37,53.39,No,No,14.32,96.15,Winter,Friday
2024-10-18,Carrot,58.1,20.06,4.84,76.27,No,No,8.84,76.43,Winter,Friday
2024-10-18,Beans,43.42,20.56,3.8,55.89,No,No,15.81,62.42,Winter,Friday
2024-10-18,Cabbage,46.85,28.18,2.43,53.91,No,No,6.07,95.5,Winter,Friday
2024-10-18,Cauliflower,44.8,20.15,2.68,77.29,No,No,19.43,92.01,Winter,Friday
2024-10-18,Potato,46.41,25.45,4.52,55.67,No,No,9.23,84.34,Winter,Friday
2024-10-18,Chilli,48.87,29.54,1.91,76.81,No,No,19.96,44.23,Winter,Friday
2024-10-18,Pumpkin,38.8,23.5,2.09,69.12,No,No,15.28,97.5,Winter,Friday
2024-10-18,Radish,46.31,27.98,3.72,57.11,No,No,5.27,85.0,Winter,Friday
2024-10-18,Spinach,32.28,26.56,4.31,84.15,No,No,8.79,47.15,Winter,Friday
2024-10-18,Coriander,27.65,22.48,3.61,78.79,No,No,19.81,77.6,Winter,Friday
2024-10-19,Tomato,47.5,21.96,0.26,83.71,No,No,9.12,99.43,Winter,Saturday
2024-10-19,Brinjal,46.91,21.19,0.31,69.66,No,No,10.45,76.14,Winter,Saturday
2024-10-19,Onion,49.65,20.21,3.02,56.68,No,No,9.82,62.62,Winter,Saturday
2024-10-19,Carrot,52.37,26.69,2.11,73.37,No,No,8.85,47.83,Winter,Saturday
2024-10-19,Beans,53.83,25.22,4.42,65.54,No,No,10.02,94.21,Winter,Saturday
2024-10-19,Cabbage,46.17,28.56,3.05,81.81,No,No,7.07,95.59,Winter,Saturday
2024-10-19,Cauliflower,49.86,29.28,2.86,66.11,No,No,13.73,97.38,Winter,Saturday
2024-10-19,Potato,35.13,23.02,1.29,58.62,No,No,14.29,45.65,Winter,Saturday
2024-10-19,Chilli,58.27,21.52,1.68,57.94,No,No,10.69,58.74,Winter,Saturday
2024-10-19,Pumpkin,38.78,20.88,4.5,76.14,No,No,13.98,92.84,Winter,Saturday
2024-10-19,Radish,39.23,28.22,2.08,64.64,No,No,6.98,55.59,Winter,Saturday
2024-10-19,Spinach,25.83,27.54,1.31,87.17,No,No,16.78,42.89,Winter,Saturday
2024-10-19,Coriander,21.69,26.09,1.88,72.99,No,No,19.27,45.91,Winter,Saturday
2024-10-20,Tomato,34.42,29.19,2.03,85.04,No,No,18.9,68.23,Winter,Sunday
2024-10-20,Brinjal,47.22,20.11,1.36,78.32,No,No,6.91,65.31,Winter,Sunday
2024-10-20,Onion,49.64,28.94,1.15,68.5,No,No,18.64,93.45,Winter,Sunday
2024-10-20,Carrot,53.58,28.89,4.87,51.45,No,No,17.43,83.9,Winter,Sunday
2024-10-20,Beans,40.14,25.9,2.13,71.46,No,No,17.32,51.32,Winter,Sunday
2024-10-20,Cabbage,34.3,29.56,4.3,73.07,No,No,13.16,57.56,Winter,Sunday
2024-10-20,Cauliflower,36.29,26.69,2.7,88.75,No,No,16.74,40.02,Winter,Sunday
2024-10-20,Potato,43.23,28.74,2.87,78.27,No,No,11.28,75.61,Winter,Sunday
2024-10-20,Chilli,50.27,28.15,4.39,79.68,No,No,16.79,40.09,Winter,Sunday
2024-10-20,Pumpkin,32.18,26.9,4.14,55.78,No,No,18.25,74.79,Winter,Sunday
2024-10-20,Radish,39.73,23.59,4.51,60.98,No,No,7.69,60.58,Winter,Sunday
2024-10-20,Spinach,27.12,21.42,2.76,59.3,No,No,16.1,46.94,Winter,Sunday
2024-10-20,Coriander,28.94,27.05,1.87,50.99,No,No,14.7,66.16,Winter,Sunday
2024-10-21,Tomato,37.0,26.09,2.26,77.82,No,No,8.54,44.88,Winter,Monday
2024-10-21,Brinjal,52.09,29.8,3.61,74.09,No,No,9.54,98.83,Winter,Monday
2024-10-21,Onion,59.85,21.26,0.88,84.63,No,No,5.6,98.83,Winter,Monday
2024-10-21,Carrot,63.62,26.02,4.51,54.7,No,No,5.71,93.09,Winter,Monday
2024-10-21,Beans,48.7,29.05,1.36,60.92,No,No,16.12,89.92,Winter,Monday
2024-10-21,Cabbage,28.56,22.68,1.78,58.82,No,No,16.86,41.81,Winter,Monday
2024-10-21,Cauliflower,40.44,29.83,0.89,51.68,No,No,12.09,44.53,Winter,Monday
2024-10-21,Potato,40.92,24.15,2.38,78.69,No,No,7.26,50.0,Winter,Monday
2024-10-21,Chilli,59.86,24.95,2.15,52.43,No,No,15.14,82.27,Winter,Monday
2024-10-21,Pumpkin,27.64,20.99,0.91,66.49,No,No,18.13,51.65,Winter,Monday
2024-10-21,Radish,43.25,20.02,4.75,74.31,No,No,5.67,71.11,Winter,Monday
2024-10-21,Spinach,32.68,20.23,3.73,84.94,No,No,17.63,80.12,Winter,Monday
2024-10-21,Coriander,34.92,23.09,3.1,54.87,No,No,11.98,86.51,Winter,Monday
2024-10-22,Tomato,32.85,27.93,0.36,74.43,No,No,14.17,43.86,Winter,Tuesday
2024-10-22,Brinjal,51.48,29.88,0.66,72.5,No,No,8.2,91.08,Winter,Tuesday
2024-10-22,Onion,47.62,28.39,1.79,87.76,No,No,8.93,49.37,Winter,Tuesday
2024-10-22,Carrot,53.17,20.55,2.78,52.56,No,No,18.01,83.86,Winter,Tuesday
2024-10-22,Beans,47.03,25.34,4.5,82.74,No,No,8.36,54.41,Winter,Tuesday
2024-10-22,Cabbage,39.72,29.04,0.43,50.23,No,No,16.35,95.82,Winter,Tuesday
2024-10-22,Cauliflower,44.64,28.68,1.24,63.03,No,No,6.2,44.89,Winter,Tuesday
2024-10-22,Potato,36.96,28.38,1.05,50.58,No,No,13.81,53.15,Winter,Tuesday
2024-10-22,Chilli,52.26,21.34,0.5,60.95,No,No,19.39,59.15,Winter,Tuesday
2024-10-22,Pumpkin,29.47,25.03,2.42,60.02,No,No,18.73,62.91,Winter,Tuesday
2024-10-22,Radish,38.66,24.47,1.14,76.6,No,No,9.15,60.35,Winter,Tuesday
2024-10-22,Spinach,25.74,24.54,0.52,59.44,No,No,16.09,40.03,Winter,Tuesday
2024-10-22,Coriander,31.44,26.99,0.16,59.86,No,No,15.99,83.16,Winter,Tuesday
2024-10-23,Tomato,45.44,22.15,3.94,81.9,No,No,9.47,90.33,Winter,Wednesday
2024-10-23,Brinjal,48.62,26.13,1.42,82.76,No,No,13.63,95.79,Winter,Wednesday
2024-10-23,Onion,49.43,29.7,1.99,52.81,No,No,19.99,97.11,Winter,Wednesday
2024-10-23,Carrot,53.01,29.66,4.99,71.06,No,No,18.2,83.73,Winter,Wednesday
2024-10-23,Beans,49.3,21.9,3.24,77.86,No,No,12.8,81.3,Winter,Wednesday
2024-10-23,Cabbage,37.21,29.19,4.13,74.36,No,No,16.98,85.47,Winter,Wednesday
2024-10-23,Cauliflower,50.4,25.89,2.94,70.05,No,No,6.47,74.62,Winter,Wednesday
2024-10-23,Potato,34.47,27.44,4.56,68.63,No,No,15.12,45.28,Winter,Wednesday
2024-10-23,Chilli,60.93,24.41,2.35,68.26,No,No,11.96,76.53,Winter,Wednesday
2024-10-23,Pumpkin,28.31,24.91,0.53,54.94,No,No,15.81,46.87,Winter,Wednesday
2024-10-23,Radish,44.79,22.74,4.65,68.4,No,No,6.45,81.53,Winter,Wednesday
2024-10-23,Spinach,41.5,22.88,1.08,66.88,No,No,5.96,83.38,Winter,Wednesday
2024-10-23,Coriander,34.5,22.97,1.48,82.73,No,No,12.41,85.93,Winter,Wednesday
2024-10-24,Tomato,48.91,20.66,0.42,72.34,No,No,5.85,95.0,Winter,Thursday
2024-10-24,Brinjal,45.02,24.45,4.31,80.41,No,No,7.13,55.08,Winter,Thursday
2024-10-24,Onion,43.78,20.18,0.27,52.54,No,No,13.0,44.39,Winter,Thursday
2024-10-24,Carrot,49.13,22.47,3.46,85.92,No,No,12.6,44.76,Winter,Thursday
2024-10-24,Beans,45.45,20.29,1.11,74.01,No,No,17.28,77.75,Winter,Thursday
2024-10-24,Cabbage,34.44,22.36,4.76,68.72,No,No,9.06,43.91,Winter,Thursday
2024-10-24,Cauliflower,46.8,24.4,4.94,50.39,No,No,7.92,61.7,Winter,Thursday
2024-10-24,Potato,41.06,28.87,2.08,66.6,No,No,19.74,94.41,Winter,Thursday
2024-10-24,Chilli,59.32,21.68,4.32,53.2,No,No,18.03,89.72,Winter,Thursday
2024-10-24,Pumpkin,31.91,22.16,4.76,78.9,No,No,11.81,50.86,Winter,Thursday
2024-10-24,Radish,45.74,27.32,1.93,89.46,No,No,5.49,82.91,Winter,Thursday
2024-10-24,Spinach,40.92,23.69,2.38,60.34,No,No,6.85,83.57,Winter,Thursday
2024-10-24,Coriander,33.92,26.59,2.95,60.44,No,No,15.71,94.6,Winter,Thursday
2024-10-25,Tomato,38.04,23.18,2.91,89.58,No,No,19.13,87.16,Winter,Friday
2024-10-25,Brinjal,47.41,21.21,1.54,61.49,No,No,6.41,64.5,Winter,Friday
2024-10-25,Onion,47.41,25.7,2.92,60.19,No,No,13.46,64.16,Winter,Friday
2024-10-25,Carrot,57.39,21.38,3.63,85.28,No,No,14.15,91.49,Winter,Friday
2024-10-25,Beans,42.16,23.96,4.4,81.79,No,No,14.97,53.19,Winter,Friday
2024-10-25,Cabbage,28.11,23.4,3.34,63.76,No,No,18.5,45.32,Winter,Friday
2024-10-25,Cauliflower,54.56,21.28,4.78,52.62,No,No,7.02,97.36,Winter,Friday
2024-10-25,Potato,36.81,27.74,1.23,62.81,No,No,10.29,40.06,Winter,Friday
2024-10-25,Chilli,58.33,20.61,0.06,79.39,No,No,8.3,50.72,Winter,Friday
2024-10-25,Pumpkin,37.59,20.28,3.65,66.16,No,No,17.2,98.16,Winter,Friday
2024-10-25,Radish,37.16,21.92,0.26,86.22,No,No,7.05,45.48,Winter,Friday
2024-10-25,Spinach,27.21,24.57,2.29,57.71,No,No,14.23,40.87,Winter,Friday
2024-10-25,Coriander,26.52,25.88,0.08,69.59,No,No,14.45,53.2,Winter,Friday
2024-10-26,Tomato,39.78,25.68,3.4,60.36,No,No,13.67,76.75,Winter,Saturday
2024-10-26,Brinjal,36.66,23.84,0.73,64.34,No,No,19.69,57.23,Winter,Saturday
2024-10-26,Onion,50.9,22.72,2.83,65.74,No,No,16.55,92.42,Winter,Saturday
2024-10-26,Carrot,61.15,25.78,3.24,87.98,No,No,8.27,89.69,Winter,Saturday
2024-10-26,Beans,54.31,25.59,3.75,58.98,No,No,9.89,96.15,Winter,Saturday
2024-10-26,Cabbage,38.19,29.72,0.44,63.92,No,No,7.72,57.98,Winter,Saturday
2024-10-26,Cauliflower,46.02,20.47,3.56,66.53,No,No,12.8,74.91,Winter,Saturday
2024-10-26,Potato,44.36,24.53,0.27,60.57,No,No,11.66,82.59,Winter,Saturday
2024-10-26,Chilli,49.41,26.7,3.81,81.39,No,No,19.51,45.32,Winter,Saturday
2024-10-26,Pumpkin,31.64,26.86,0.72,62.44,No,No,14.63,59.4,Winter,Saturday
2024-10-26,Radish,43.09,27.55,0.44,62.03,No,No,12.01,92.46,Winter,Saturday
2024-10-26,Spinach,31.35,29.26,0.14,56.57,No,No,15.96,67.61,Winter,Saturday
2024-10-26,Coriander,30.78,23.73,3.18,69.53,No,No,15.07,76.66,Winter,Saturday
2024-10-27,Tomato,34.22,26.38,2.34,76.52,No,No,18.7,66.56,Winter,Sunday
2024-10-27,Brinjal,46.95,27.63,4.11,86.15,No,No,13.42,86.72,Winter,Sunday
2024-10-27,Onion,55.9,23.67,3.07,55.84,No,No,8.62,89.66,Winter,Sunday
2024-10-27,Carrot,61.22,25.21,3.49,55.63,No,No,5.92,81.81,Winter,Sunday
2024-10-27,Beans,45.03,22.12,4.99,83.22,No,No,15.01,67.7,Winter,Sunday
2024-10-27,Cabbage,42.99,29.31,4.37,77.88,No,No,6.31,77.06,Winter,Sunday
2024-10-27,Cauliflower,45.98,22.05,2.49,65.02,No,No,16.86,88.92,Winter,Sunday
2024-10-27,Potato,42.99,24.3,4.01,74.88,No,No,11.46,75.05,Winter,Sunday
2024-10-27,Chilli,56.76,26.55,4.19,77.59,No,No,18.62,78.96,Winter,Sunday
2024-10-27,Pumpkin,33.56,20.56,4.3,77.83,No,No,15.03,70.39,Winter,Sunday
2024-10-27,Radish,40.02,25.91,2.86,83.25,No,No,7.42,61.06,Winter,Sunday
2024-10-27,Spinach,29.98,29.74,4.18,78.72,No,No,12.8,49.68,Winter,Sunday
2024-10-27,Coriander,26.82,24.4,1.65,62.03,No,No,13.4,51.01,Winter,Sunday
2024-10-28,Tomato,38.63,28.39,2.39,62.48,No,No,7.77,50.33,Winter,Monday
2024-10-28,Brinjal,38.47,25.02,0.61,79.64,No,No,13.19,43.5,Winter,Monday
2024-10-28,Onion,53.46,27.76,1.31,64.15,No,No,7.12,72.21,Winter,Monday
2024-10-28,Carrot,57.36,28.3,4.41,54.29,No,No,15.42,95.77,Winter,Monday
2024-10-28,Beans,45.82,25.02,4.17,57.45,No,No,9.12,51.0,Winter,Monday
2024-10-28,Cabbage,30.25,24.89,2.02,69.52,No,No,19.5,59.51,Winter,Monday
2024-10-28,Cauliflower,53.51,29.84,4.32,73.68,No,No,5.71,87.52,Winter,Monday
2024-10-28,Potato,43.8,27.89,4.69,65.21,No,No,15.87,94.52,Winter,Monday
2024-10-28,Chilli,55.23,20.62,2.93,51.99,No,No,13.4,53.03,Winter,Monday
2024-10-28,Pumpkin,34.74,21.15,2.18,89.16,No,No,6.95,48.01,Winter,Monday
2024-10-28,Radish,42.96,23.33,4.18,52.93,No,No,14.14,99.3,Winter,Monday
2024-10-28,Spinach,33.55,22.99,4.78,73.18,No,No,5.29,41.24,Winter,Monday
2024-10-28,Coriander,34.75,20.59,3.55,57.55,No,No,5.53,63.09,Winter,Monday
2024-10-29,Tomato,31.87,26.83,2.35,58.27,No,No,16.88,48.43,Winter,Tuesday
2024-10-29,Brinjal,49.08,25.65,2.17,55.51,No,No,7.41,76.33,Winter,Tuesday
2024-10-29,Onion,44.51,27.52,2.31,89.05,No,No,18.37,66.83,Winter,Tuesday
2024-10-29,Carrot,55.18,21.64,4.28,76.34,No,No,5.51,50.19,Winter,Tuesday
2024-10-29,Beans,47.59,26.76,1.04,70.38,No,No,7.13,52.93,Winter,Tuesday
2024-10-29,Cabbage,41.33,24.3,3.52,72.99,No,No,9.29,79.14,Winter,Tuesday
2024-10-29,Cauliflower,47.24,26.84,4.65,65.29,No,No,14.19,85.87,Winter,Tuesday
2024-10-29,Potato,47.93,23.07,2.63,53.37,No,No,9.17,91.73,Winter,Tuesday
2024-10-29,Chilli,64.94,27.26,0.23,59.94,No,No,12.29,97.71,Winter,Tuesday
2024-10-29,Pumpkin,35.49,28.38,2.37,79.46,No,No,19.13,94.42,Winter,Tuesday
2024-10-29,Radish,41.12,27.52,4.04,78.21,No,No,12.56,84.54,Winter,Tuesday
2024-10-29,Spinach,29.3,26.14,4.0,69.57,No,No,12.93,46.77,Winter,Tuesday
2024-10-29,Coriander,31.86,27.94,1.96,71.3,No,No,17.57,90.77,Winter,Tuesday
2024-10-30,Tomato,45.81,24.67,0.23,50.89,No,No,5.74,79.13,Winter,Wednesday
2024-10-30,Brinjal,45.92,27.17,3.09,51.97,No,No,11.41,74.56,Winter,Wednesday
2024-10-30,Onion,50.68,27.91,3.73,58.07,No,No,14.04,82.53,Winter,Wednesday
2024-10-30,Carrot,56.8,21.54,1.08,89.91,No,No,6.45,61.57,Winter,Wednesday
2024-10-30,Beans,47.13,24.53,3.51,75.84,No,No,7.24,50.98,Winter,Wednesday
2024-10-30,Cabbage,40.72,23.86,0.77,66.91,No,No,14.0,92.58,Winter,Wednesday
2024-10-30,Cauliflower,49.07,27.53,3.91,77.7,No,No,8.67,75.71,Winter,Wednesday
2024-10-30,Potato,34.49,24.89,1.17,53.12,No,No,13.74,40.52,Winter,Wednesday
2024-10-30,Chilli,56.22,23.08,2.33,52.98,No,No,11.49,51.3,Winter,Wednesday
2024-10-30,Pumpkin,40.18,20.91,4.3,80.34,No,No,8.51,80.7,Winter,Wednesday
2024-10-30,Radish,33.76,22.23,1.63,70.03,No,No,17.68,65.68,Winter,Wednesday
2024-10-30,Spinach,44.06,24.29,1.38,66.94,No,No,6.93,99.54,Winter,Wednesday
2024-10-30,Coriander,36.14,21.68,3.93,87.69,No,No,12.09,93.04,Winter,Wednesday
2024-10-31,Tomato,33.16,27.33,2.25,77.13,No,No,15.1,48.67,Winter,Thursday
2024-10-31,Brinjal,45.93,23.13,1.27,65.43,No,No,11.97,76.56,Winter,Thursday
2024-10-31,Onion,54.08,26.8,3.56,71.66,No,No,7.05,75.07,Winter,Thursday
2024-10-31,Carrot,53.36,27.92,1.72,60.76,No,No,18.18,85.43,Winter,Thursday
2024-10-31,Beans,53.05,21.59,0.08,70.28,No,No,8.85,86.21,Winter,Thursday
2024-10-31,Cabbage,32.86,26.82,4.58,58.57,No,No,18.17,67.91,Winter,Thursday
2024-10-31,Cauliflower,53.81,23.86,3.52,62.21,No,No,8.49,98.75,Winter,Thursday
2024-10-31,Potato,45.63,24.36,0.54,89.04,No,No,12.09,90.46,Winter,Thursday
2024-10-31,Chilli,56.17,24.14,0.75,52.67,No,No,8.64,41.08,Winter,Thursday
2024-10-31,Pumpkin,36.95,23.8,1.99,73.26,No,No,15.58,89.28,Winter,Thursday
2024-10-31,Radish,38.36,29.95,2.56,70.12,No,No,7.41,52.76,Winter,Thursday
2024-10-31,Spinach,37.18,26.76,2.44,89.03,No,No,13.71,88.87,Winter,Thursday
2024-10-31,Coriander,31.04,20.48,0.76,59.86,No,No,18.14,88.69,Winter,Thursday
2024-11-01,Tomato,39.15,23.69,0.8,55.93,No,No,10.43,62.27,Winter,Friday
2024-11-01,Brinjal,54.57,22.55,0.15,79.46,No,No,5.01,95.37,Winter,Friday
2024-11-01,Onion,49.68,28.63,0.05,75.17,No,No,18.88,94.46,Winter,Friday
2024-11-01,Carrot,53.43,23.56,0.14,51.05,No,No,9.74,56.24,Winter,Friday
2024-11-01,Beans,48.95,23.28,3.3,81.44,No,No,6.31,56.83,Winter,Friday
2024-11-01,Cabbage,36.51,22.45,0.85,86.5,No,No,15.83,77.94,Winter,Friday
2024-11-01,Cauliflower,41.7,24.49,3.57,89.59,No,No,17.37,69.28,Winter,Friday
2024-11-01,Potato,41.89,22.28,4.44,81.06,No,No,9.71,63.42,Winter,Friday
2024-11-01,Chilli,63.8,23.34,1.72,59.79,No,No,14.42,99.49,Winter,Friday
2024-11-01,Pumpkin,39.04,24.56,0.49,81.16,No,No,8.37,74.51,Winter,Friday
2024-11-01,Radish,43.12,25.3,1.53,57.16,No,No,7.12,75.5,Winter,Friday
2024-11-01,Spinach,35.7,26.96,0.03,53.05,No,No,7.91,61.19,Winter,Friday
2024-11-01,Coriander,25.77,20.62,1.18,82.2,No,No,12.31,41.95,Winter,Friday
2024-11-02,Tomato,43.06,23.08,4.23,60.98,No,No,9.73,79.38,Winter,Saturday
2024-11-02,Brinjal,40.59,27.9,4.28,76.24,No,No,11.31,47.53,Winter,Saturday
2024-11-02,Onion,50.97,22.83,3.6,89.51,No,No,12.64,79.11,Winter,Saturday
2024-11-02,Carrot,58.63,23.65,0.82,89.69,No,No,7.25,73.54,Winter,Saturday
2024-11-02,Beans,47.37,24.69,2.31,72.93,No,No,5.88,47.41,Winter,Saturday
2024-11-02,Cabbage,36.06,22.2,1.95,89.83,No,No,12.66,64.61,Winter,Saturday
2024-11-02,Cauliflower,38.88,28.03,2.08,75.05,No,No,17.05,54.1,Winter,Saturday
2024-11-02,Potato,48.51,27.81,0.88,54.63,No,No,5.52,81.88,Winter,Saturday
2024-11-02,Chilli,58.14,23.39,2.07,52.43,No,No,7.16,45.74,Winter,Saturday
2024-11-02,Pumpkin,35.02,23.61,4.05,52.29,No,No,8.27,54.04,Winter,Saturday
2024-11-02,Radish,40.89,28.63,1.24,88.86,No,No,14.95,91.76,Winter,Saturday
2024-11-02,Spinach,34.03,20.88,2.79,55.28,No,No,5.07,42.91,Winter,Saturday
2024-11-02,Coriander,28.08,28.33,0.91,53.88,No,No,13.96,59.27,Winter,Saturday
2024-11-03,Tomato,30.1,20.57,3.79,79.8,No,No,19.49,48.72,Winter,Sunday
